(initramfs) cat /dfs/dynamic_debug/control
# filename:lineno [module]function flags format
sound/core/control.c:1584 [snd]snd_ctl_ioctl =_ "unknown ioctl = 0x%x\012"
sound/core/device.c:117 [snd]snd_device_disconnect =_ "device disconnect %p (from %pS), not found"
sound/core/device.c:141 [snd]snd_device_free =_ "device free %p (from %pS), not found\012"
sound/core/timer.c:249 [snd_timer]snd_timer_open =_ "ALSA: timer: invalid slave class %i\012"
sound/core/pcm_native.c:2455 [snd_pcm]snd_pcm_open_substream =_ "snd_pcm_hw_constraints_init fail"
sound/core/pcm_native.c:2466 [snd_pcm]snd_pcm_open_substream =_ "snd_pcm_hw_constraints_complete "
sound/core/pcm_native.c:1910 [snd_pcm]snd_pcm_drain =_ "playback drain error (DMA or IRQ trouble?"
sound/core/pcm_native.c:2977 [snd_pcm]snd_pcm_common_ioctl =_ "unknown ioctl = 0x%x\012"
sound/core/pcm_lib.c:1888 [snd_pcm]wait_for_avail =_ "%s write error (DMA or IRQ trouble?)\012"
sound/core/seq/seq_clientmgr.c:110 [snd_seq]snd_seq_client_use_ptr =_ "ALSA: seq: oops. Trying to"
sound/core/seq/seq_clientmgr.c:2349 [snd_seq]snd_seq_kernel_client_ctl =_ "ALSA: seq unknown ioct"
sound/core/seq/seq_clientmgr.c:97 [snd_seq]clientptr =_ "ALSA: seq: oops. Trying to get pointer t"
sound/core/seq/seq_clientmgr.c:818 [snd_seq]snd_seq_deliver_event =_ "ALSA: seq: too long deliver"
sound/core/seq/seq_memory.c:225 [snd_seq]snd_seq_cell_alloc =_ "ALSA: seq: pool is not initialize"
sound/core/seq/seq_prioq.c:65 [snd_seq]snd_seq_prioq_delete =_ "ALSA: seq: snd_seq_prioq_delete()"
sound/core/seq/seq_prioq.c:219 [snd_seq]snd_seq_prioq_cell_out =_ "ALSA: seq: snd_seq_prioq_cell_"
sound/core/seq/seq_prioq.c:246 [snd_seq]snd_seq_prioq_avail =_ "ALSA: seq: snd_seq_prioq_cell_in("
sound/core/seq/seq_timer.c:64 [snd_seq]snd_seq_timer_delete =_ "ALSA: seq: snd_seq_timer_delete()"
sound/core/seq/seq_timer.c:194 [snd_seq]snd_seq_timer_set_tempo_ppq =_ "ALSA: seq: cannot change "
sound/core/seq/seq_timer.c:249 [snd_seq]snd_seq_timer_set_skew =_ "ALSA: seq: invalid skew base 0"
sound/pci/hda/hda_codec.c:277 [snd_hda_codec]snd_hda_get_conn_index =_ "too deep connection for 0"
sound/pci/hda/hda_codec.c:917 [snd_hda_codec]snd_hda_codec_device_new =_ "%s: entry\012"
sound/pci/hda/hda_codec.c:1085 [snd_hda_codec]snd_hda_codec_setup_stream =_ "hda_codec_setup_stre"
sound/pci/hda/hda_codec.c:1133 [snd_hda_codec]__snd_hda_codec_cleanup_stream =_ "hda_codec_cleanu"
sound/pci/hda/hda_codec.c:1941 [snd_hda_codec]__snd_hda_add_vmaster =_ "No slave found for %s\012"
sound/pci/hda/hda_codec.c:861 [snd_hda_codec]snd_hda_codec_device_init =_ "%s: entry\012"
sound/pci/hda/hda_codec.c:60 [snd_hda_codec]codec_exec_verb =_ "resetting BUS due to fatal commun"
sound/pci/hda/hda_auto_parser.c:336 [snd_hda_codec]snd_hda_parse_pin_defcfg =_ "Told to look for "
sound/pci/hda/hda_auto_parser.c:338 [snd_hda_codec]snd_hda_parse_pin_defcfg =_ "Told to look for "
sound/pci/hda/hda_auto_parser.c:985 [snd_hda_codec]snd_hda_pick_fixup =_ "%s: picked no fixup (no"
sound/pci/hda/hda_auto_parser.c:996 [snd_hda_codec]snd_hda_pick_fixup =_ "%s: picked fixup %s (mo"
sound/pci/hda/hda_auto_parser.c:835 [snd_hda_codec]apply_fixup =_ "%s: Apply pincfg for %s\012"
sound/pci/hda/hda_auto_parser.c:842 [snd_hda_codec]apply_fixup =_ "%s: Apply fix-verbs for %s\012"
sound/pci/hda/hda_auto_parser.c:849 [snd_hda_codec]apply_fixup =_ "%s: Apply fix-func for %s\012"
sound/pci/hda/hda_auto_parser.c:856 [snd_hda_codec]apply_fixup =_ "%s: Apply pinctl for %s\012"
sound/pci/hda/hda_controller.c:1237 [snd_hda_codec]azx_bus_init =_ "Enable sync_write for stable "
sound/pci/hda/hda_controller.c:934 [snd_hda_codec]azx_single_send_cmd =_ "send_cmd timeout: IRS=0"
sound/pci/hda/hda_controller.c:905 [snd_hda_codec]azx_single_wait_for_response =_ "get_response t"
sound/pci/hda/hda_controller.c:825 [snd_hda_codec]azx_rirb_get_response =_ "azx_get_response time"
sound/pci/hda/hda_controller.c:1188 [snd_hda_codec]probe_codec =_ "codec #%d probed OK\012"
sound/pci/hda/hda_intel.c:1702 [snd_hda_intel]azx_create =_ "Enable delay in RIRB handling\012"
sound/pci/hda/hda_intel.c:1434 [snd_hda_intel]check_position_fix =_ "Using VIACOMBO position fix\"
sound/pci/hda/hda_intel.c:1438 [snd_hda_intel]check_position_fix =_ "Using LPIB position fix\012"
sound/pci/hda/hda_intel.c:1442 [snd_hda_intel]check_position_fix =_ "Using SKL position fix\012"
sound/pci/hda/hda_intel.c:1771 [snd_hda_intel]azx_first_init =_ "Disabling 64bit MSI\012"
sound/pci/hda/hda_intel.c:1782 [snd_hda_intel]azx_first_init =_ "chipset global capabilities = 0x"
sound/pci/hda/hda_intel.c:1808 [snd_hda_intel]azx_first_init =_ "Disabling 64bit DMA\012"
sound/pci/hda/hda_intel.c:415 [snd_hda_intel]azx_init_pci =_ "Clearing TCSEL\012"
sound/pci/hda/hda_intel.c:424 [snd_hda_intel]azx_init_pci =_ "Setting ATI snoop: %d\012"
sound/pci/hda/hda_intel.c:433 [snd_hda_intel]azx_init_pci =_ "Setting Nvidia snoop: %d\012"
sound/pci/hda/hda_intel.c:460 [snd_hda_intel]azx_init_pci =_ "SCH snoop: %s\012"
sound/hda/hdac_device.c:514 [snd_hda_core]snd_hdac_get_connections =_ "invalid CONNECT_LIST verb "
sound/hda/hdac_controller.c:285 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Capability vers"
sound/hda/hdac_controller.c:288 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "HDA capability "
sound/hda/hdac_controller.c:291 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Invalid capabil"
sound/hda/hdac_controller.c:297 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Found ML capabi"
sound/hda/hdac_controller.c:302 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Found GTS capab"
sound/hda/hdac_controller.c:308 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Found PP capabi"
sound/hda/hdac_controller.c:314 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Found SPB capab"
sound/hda/hdac_controller.c:320 [snd_hda_core]snd_hdac_bus_parse_capabilities =_ "Found DRSM capa"
sound/hda/hdac_controller.c:414 [snd_hda_core]snd_hdac_bus_reset_link =_ "controller not ready!\0"
sound/hda/hdac_controller.c:424 [snd_hda_core]snd_hdac_bus_reset_link =_ "codec_mask = 0x%lx\012"
sound/hda/hdmi_chmap.c:384 [snd_hda_core]hdmi_std_setup_channel_mapping =_ "HDMI: channel mapping"
sound/hda/hdmi_chmap.c:318 [snd_hda_core]hdmi_channel_allocation_spk_alloc_blk =_ "HDMI: select C"
sound/hda/hdac_component.c:46 [snd_hda_core]snd_hdac_set_codec_wakeup =_ "%s codec wakeup\012"
sound/hda/hdac_component.c:71 [snd_hda_core]snd_hdac_display_power =_ "display power %s\012"
arch/x86/pci/i386.c:277 [i386]pcibios_allocate_dev_resources =_ "BAR %d: reserving %pr (d=%d, p=%"
arch/x86/pci/i386.c:298 [i386]pcibios_allocate_dev_resources =_ "disabling ROM %pR\012"
arch/x86/pci/fixup.c:28 [fixup]pci_fixup_i450nx =_ "i450NX PXB %d: %02x/%02x/%02x\012"
arch/x86/pci/fixup.c:72 [fixup]pci_fixup_latency =_ "Setting max latency to 32\012"
arch/x86/pci/irq.c:1039 [irq]pcibios_fixup_irqs =_ "ignoring bogus IRQ %d\012"
arch/x86/pci/irq.c:895 [irq]pcibios_lookup_irq =_ "no interrupt pin\012"
arch/x86/pci/irq.c:910 [irq]pcibios_lookup_irq =_ "PCI INT %c not found in routing table\012"
arch/x86/pci/irq.c:916 [irq]pcibios_lookup_irq =_ "PCI INT %c not routed\012"
arch/x86/pci/irq.c:920 [irq]pcibios_lookup_irq =_ "PCI INT %c -> PIRQ %02x, mask %04x, excl %04x"
arch/x86/pci/irq.c:962 [irq]pcibios_lookup_irq =_ "PCI INT %c -> newirq %d"
arch/x86/pci/irq.c:986 [irq]pcibios_lookup_irq =_ "can't route interrupt\012"
net/core/sock.c:1713 [sock]__sk_destruct =_ "%s: optmem leakage (%d bytes) detected\012"
net/core/dev.c:8370 [dev]__netdev_update_features =_ "Features changed: %pNF -> %pNF\012"
net/core/dev.c:6877 [dev]__netdev_adjacent_dev_insert =_ "Insert adjacency: dev %s adj_dev %s adj"
net/core/dev.c:6893 [dev]__netdev_adjacent_dev_insert =_ "Insert adjacency: dev %s adj_dev %s adj"
net/core/dev.c:6933 [dev]__netdev_adjacent_dev_remove =_ "Remove adjacency: dev %s adj_dev %s ref"
net/core/dev.c:6947 [dev]__netdev_adjacent_dev_remove =_ "adjacency: %s to %s ref_nr - %d = %d\01"
net/core/dev.c:6960 [dev]__netdev_adjacent_dev_remove =_ "adjacency: dev_put for %s, because link"
net/core/dev.c:8278 [dev]netdev_fix_features =_ "Dropping TSO features since no SG feature.\012"
net/core/dev.c:8284 [dev]netdev_fix_features =_ "Dropping TSO features since no CSUM feature.\012"
net/core/dev.c:8291 [dev]netdev_fix_features =_ "Dropping TSO6 features since no CSUM feature.\01"
net/core/dev.c:8305 [dev]netdev_fix_features =_ "Dropping NETIF_F_GSO since no SG feature.\012"
net/core/dev.c:8313 [dev]netdev_fix_features =_ "Dropping partially supported GSO features since "
net/core/dev.c:8324 [dev]netdev_fix_features =_ "Dropping NETIF_F_GRO_HW since no RXCSUM feature."
net/core/dev.c:8332 [dev]netdev_fix_features =_ "Dropping LRO feature since RX-FCS is requested.\"
net/core/dev.c:8337 [dev]netdev_fix_features =_ "Dropping HW-GRO feature since RX-FCS is requeste"
net/core/dev.c:8236 [dev]netdev_sync_upper_features =_ "Dropping feature %pNF, upper dev %s has i"
net/core/dev.c:8255 [dev]netdev_sync_lower_features =_ "Disabling feature %pNF on lower dev %s.\0"
net/core/dev.c:8142 [dev]rollback_registered_many =_ "unregister_netdevice: device %s/%p never wa"
net/sched/sch_api.c:391 [sch_api]__detect_linklayer =_ "TC linklayer: Giving up ATM detection\012"
net/sched/sch_api.c:398 [sch_api]__detect_linklayer =_ "TC linklayer: Detected ATM, low(%d)=high("
net/netfilter/nf_sockopt.c:41 [netfilter]nf_register_sockopt =_ "nf_sock overlap: %u-%u/%u-%u v %"
net/netfilter/nf_conntrack_core.c:985 [nf_conntrack]__nf_conntrack_confirm =_ "Confirming conntra"
net/netfilter/nf_conntrack_core.c:1693 [nf_conntrack]nf_conntrack_in =_ "not prepared to track ye"
net/netfilter/nf_conntrack_core.c:1733 [nf_conntrack]nf_conntrack_in =_ "nf_conntrack_in: Can't t"
net/netfilter/nf_conntrack_core.c:1770 [nf_conntrack]nf_conntrack_alter_reply =_ "Altering reply "
net/netfilter/nf_conntrack_core.c:346 [nf_conntrack]ipv4_get_l4proto =_ "bogus IPv4 packet: nhoff"
net/netfilter/nf_conntrack_core.c:363 [nf_conntrack]ipv6_get_l4proto =_ "can't get nexthdr\012"
net/netfilter/nf_conntrack_core.c:372 [nf_conntrack]ipv6_get_l4proto =_ "can't find proto in pkt\"
net/netfilter/nf_conntrack_core.c:490 [nf_conntrack]clean_from_lists =_ "clean_from_lists(%p)\012"
net/netfilter/nf_conntrack_core.c:1543 [nf_conntrack]resolve_normal_ct =_ "Can't get tuple\012"
net/netfilter/nf_conntrack_core.c:1567 [nf_conntrack]resolve_normal_ct =_ "normal packet for %p\0"
net/netfilter/nf_conntrack_core.c:1570 [nf_conntrack]resolve_normal_ct =_ "related packet for %p\"
net/netfilter/nf_conntrack_core.c:1573 [nf_conntrack]resolve_normal_ct =_ "new packet for %p\012"
net/netfilter/nf_conntrack_core.c:1449 [nf_conntrack]init_conntrack =_ "Can't invert tuple.\012"
net/netfilter/nf_conntrack_core.c:1485 [nf_conntrack]init_conntrack =_ "expectation arrives ct=%p"
./include/net/netfilter/nf_conntrack_acct.h:43 [nf_conntrack]nf_ct_acct_ext_add =_ "failed to add"
net/netfilter/nf_conntrack_core.c:604 [nf_conntrack]destroy_conntrack =_ "destroy_conntrack(%p)\0"
net/netfilter/nf_conntrack_core.c:630 [nf_conntrack]destroy_conntrack =_ "destroy_conntrack: retu"
net/netfilter/nf_conntrack_helper.c:209 [nf_conntrack]nf_ct_helper_ext_add =_ "failed to add help"
net/netfilter/nf_conntrack_proto.c:380 [nf_conntrack]ipv6_confirm =_ "proto header not found\012"
net/netfilter/nf_conntrack_proto.c:259 [nf_conntrack]getorigdst =_ "SO_ORIGINAL_DST: Not a TCP/SC"
net/netfilter/nf_conntrack_proto.c:265 [nf_conntrack]getorigdst =_ "SO_ORIGINAL_DST: len %d not %"
net/netfilter/nf_conntrack_proto.c:282 [nf_conntrack]getorigdst =_ "SO_ORIGINAL_DST: %pI4 %u\012"
net/netfilter/nf_conntrack_proto.c:291 [nf_conntrack]getorigdst =_ "SO_ORIGINAL_DST: Can't find %"
net/netfilter/nf_conntrack_proto.c:337 [nf_conntrack]ipv6_getorigdst =_ "IP6T_SO_ORIGINAL_DST: Ca"
net/netfilter/nf_conntrack_proto_tcp.c:1006 [nf_conntrack]nf_conntrack_tcp_packet =_ "nf_ct_tcp: "
net/netfilter/nf_conntrack_proto_tcp.c:1102 [nf_conntrack]nf_conntrack_tcp_packet =_ "tcp_conntra"
net/netfilter/nf_conntrack_proto_tcp.c:1107 [nf_conntrack]nf_conntrack_tcp_packet =_ "syn=%i ack="
net/netfilter/nf_conntrack_proto_tcp.c:774 [nf_conntrack]tcp_new =_ "nf_ct_tcp: invalid new delet"
net/netfilter/nf_conntrack_proto_tcp.c:827 [nf_conntrack]tcp_new =_ "%s: sender end=%u maxend=%u "
net/netfilter/nf_conntrack_proto_tcp.c:497 [nf_conntrack]tcp_in_window =_ "tcp_in_window: START\0"
net/netfilter/nf_conntrack_proto_tcp.c:498 [nf_conntrack]tcp_in_window =_ "tcp_in_window: "
net/netfilter/nf_conntrack_proto_tcp.c:501 [nf_conntrack]tcp_in_window =_ "seq=%u ack=%u+(%d) sac"
net/netfilter/nf_conntrack_proto_tcp.c:507 [nf_conntrack]tcp_in_window =_ "tcp_in_window: sender "
net/netfilter/nf_conntrack_proto_tcp.c:591 [nf_conntrack]tcp_in_window =_ "tcp_in_window: "
net/netfilter/nf_conntrack_proto_tcp.c:594 [nf_conntrack]tcp_in_window =_ "seq=%u ack=%u+(%d) sac"
net/netfilter/nf_conntrack_proto_tcp.c:600 [nf_conntrack]tcp_in_window =_ "tcp_in_window: sender "
net/netfilter/nf_conntrack_proto_tcp.c:610 [nf_conntrack]tcp_in_window =_ "tcp_in_window: I=%i II"
net/netfilter/nf_conntrack_proto_tcp.c:695 [nf_conntrack]tcp_in_window =_ "tcp_in_window: res=%u "
net/netfilter/nf_conntrack_proto_icmp.c:94 [nf_conntrack]nf_conntrack_icmp_packet =_ "icmp: can't"
net/netfilter/nf_conntrack_seqadj.c:192 [nf_conntrack]nf_ct_seq_adjust =_ "Adjusting sequence num"
net/netfilter/nf_conntrack_seqadj.c:209 [nf_conntrack]nf_ct_seq_adjust =_ "Adjusting ack number f"
net/netfilter/nf_conntrack_seqadj.c:104 [nf_conntrack]nf_ct_sack_block_adjust =_ "sack_adjust: st"
net/netfilter/nf_conntrack_proto_icmpv6.c:109 [nf_conntrack]nf_conntrack_icmpv6_packet =_ "icmpv6"
./include/net/netfilter/nf_conntrack_acct.h:43 [nf_conntrack_netlink]nf_ct_acct_ext_add =_ "faile"
net/netfilter/nf_conntrack_ftp.c:400 [nf_conntrack_ftp]help =_ "ftp: Conntrackinfo = %u\012"
net/netfilter/nf_conntrack_ftp.c:412 [nf_conntrack_ftp]help =_ "ftp: dataoff(%u) >= skblen(%u)\01"
net/netfilter/nf_conntrack_ftp.c:437 [nf_conntrack_ftp]help =_ "nf_conntrack_ftp: wrong seq pos %"
net/netfilter/nf_conntrack_ftp.c:476 [nf_conntrack_ftp]help =_ "conntrack_ftp: match `%.*s' (%u b"
net/netfilter/nf_conntrack_ftp.c:501 [nf_conntrack_ftp]help =_ "NOT RECORDING: %pI4 != %pI4\012"
net/netfilter/nf_conntrack_ftp.c:505 [nf_conntrack_ftp]help =_ "NOT RECORDING: %pI6 != %pI6\012"
net/netfilter/nf_conntrack_ftp.c:305 [nf_conntrack_ftp]find_pattern =_ "find_pattern `%s': dlen ="
net/netfilter/nf_conntrack_ftp.c:317 [nf_conntrack_ftp]find_pattern =_ "Pattern matches!\012"
net/netfilter/nf_conntrack_ftp.c:328 [nf_conntrack_ftp]find_pattern =_ "Skipped up to `%c'!\012"
net/netfilter/nf_conntrack_ftp.c:335 [nf_conntrack_ftp]find_pattern =_ "Match succeeded!\012"
net/netfilter/nf_conntrack_ftp.c:147 [nf_conntrack_ftp]try_number =_ "Char %u (got %u nums) `%u' "
net/netfilter/nf_conntrack_ftp.c:152 [nf_conntrack_ftp]try_number =_ "Failed to fill %u numbers s"
net/netfilter/nf_conntrack_ftp.c:237 [nf_conntrack_ftp]try_eprt =_ "EPRT: too short\012"
net/netfilter/nf_conntrack_ftp.c:242 [nf_conntrack_ftp]try_eprt =_ "try_eprt: invalid delimiter.\"
net/netfilter/nf_conntrack_ftp.c:248 [nf_conntrack_ftp]try_eprt =_ "EPRT: invalid protocol number"
net/netfilter/nf_conntrack_ftp.c:252 [nf_conntrack_ftp]try_eprt =_ "EPRT: Got %c%c%c\012"
net/netfilter/nf_conntrack_ftp.c:270 [nf_conntrack_ftp]try_eprt =_ "EPRT: Got IP address!\012"
net/netfilter/nf_conntrack_ftp.c:214 [nf_conntrack_ftp]get_port =_ "get_port: return %d\012"
net/netfilter/nf_conntrack_ftp.c:220 [nf_conntrack_ftp]get_port =_ "get_port: invalid char.\012"
net/netfilter/nf_conntrack_irc.c:164 [nf_conntrack_irc]help =_ "DCC found in master %pI4:%u %pI4:"
net/netfilter/nf_conntrack_irc.c:172 [nf_conntrack_irc]help =_ "DCC %s detected\012"
net/netfilter/nf_conntrack_irc.c:179 [nf_conntrack_irc]help =_ "unable to parse dcc command\012"
net/netfilter/nf_conntrack_irc.c:184 [nf_conntrack_irc]help =_ "DCC bound ip/port: %pI4:%u\012"
net/netfilter/nf_conntrack_sip.c:195 [nf_conntrack_sip]epaddr_len =_ "ip: %s parse failed.!\012"
net/netfilter/nf_conntrack_sip.c:683 [nf_conntrack_sip]sdp_addr_len =_ "ip: %s parse failed.!\012"
net/netfilter/nf_nat_core.c:778 [nf_nat]nf_nat_inet_fn =_ "Already setup manip %s for ct %p (stat"
net/netfilter/nf_nat_core.c:556 [nf_nat]get_unique_tuple =_ "get_unique_tuple: Found current src "
net/netfilter/nf_nat_helper.c:52 [nf_nat]mangle_contents =_ "nf_nat_mangle_packet: Extending pack"
net/netfilter/nf_nat_helper.c:56 [nf_nat]mangle_contents =_ "nf_nat_mangle_packet: Shrinking pack"
net/netfilter/nf_nat_ftp.c:81 [nf_nat_ftp]nf_nat_ftp =_ "type %i, off %u len %u\012"
net/netfilter/nf_nat_ftp.c:116 [nf_nat_ftp]nf_nat_ftp =_ "calling nf_nat_mangle_tcp_packet\012"
net/netfilter/nf_nat_irc.c:86 [nf_nat_irc]help =_ "inserting '%s' == %pI4, port %u\012"
net/netfilter/x_tables.c:1379 [x_tables]xt_replace_table =_ "num_counters != table->private->numb"
net/netfilter/x_tables.c:1460 [x_tables]xt_register_table =_ "table->private->number = %u\012"
net/netfilter/xt_tcpudp.c:80 [xt_tcpudp]tcp_mt =_ "Dropping evil TCP offset=1 frag.\012"
net/netfilter/xt_tcpudp.c:91 [xt_tcpudp]tcp_mt =_ "Dropping evil TCP offset=0 tinygram.\012"
net/netfilter/xt_tcpudp.c:44 [xt_tcpudp]tcp_find_option =_ "finding option\012"
net/netfilter/xt_tcpudp.c:143 [xt_tcpudp]udp_mt =_ "Dropping evil UDP tinygram.\012"
net/ipv4/route.c:1237 [route]ip_rt_bug =_ "%s: %pI4 -> %pI4, %s\012"
net/ipv4/ip_fragment.c:459 [ip_fragment]ip_frag_reasm =_ "queue_glue: no memory for gluing queue "
net/ipv4/ip_output.c:235 [ip_output]ip_finish_output2 =_ "%s: No header cache and no neighbour!\0"
net/ipv4/tcp.c:2084 [tcp]tcp_recvmsg =_ "TCP(%s:%d): Application bug, race in MSG_PEEK\012"
./include/net/inet_connection_sock.h:225 [tcp_input]inet_csk_reset_xmit_timer =_ "reset_xmit_time"
./include/net/inet_connection_sock.h:240 [tcp_input]inet_csk_reset_xmit_timer =_ "inet_csk BUG: u"
net/ipv4/tcp_input.c:3231 [tcp_input]tcp_clean_rtx_queue =_ "Leak l=%u %d\012"
net/ipv4/tcp_input.c:3236 [tcp_input]tcp_clean_rtx_queue =_ "Leak s=%u %d\012"
net/ipv4/tcp_input.c:3241 [tcp_input]tcp_clean_rtx_queue =_ "Leak r=%u %d\012"
net/ipv4/tcp_input.c:6303 [tcp_input]pr_drop_req =_ "drop open request from %pI4/%u\012"
net/ipv4/tcp_input.c:6307 [tcp_input]pr_drop_req =_ "drop open request from %pI6/%u\012"
net/ipv4/tcp_output.c:2961 [tcp_output]tcp_retransmit_skb =_ "retrans_out leaked\012"
./include/net/inet_connection_sock.h:225 [tcp_output]inet_csk_reset_xmit_timer =_ "reset_xmit_tim"
./include/net/inet_connection_sock.h:240 [tcp_output]inet_csk_reset_xmit_timer =_ "inet_csk BUG: "
net/ipv4/tcp_timer.c:459 [tcp_timer]tcp_retransmit_timer =_ "Peer %pI4:%u/%u unexpectedly shrunk "
net/ipv4/tcp_timer.c:467 [tcp_timer]tcp_retransmit_timer =_ "Peer %pI6:%u/%u unexpectedly shrunk "
./include/net/inet_connection_sock.h:225 [tcp_timer]inet_csk_reset_xmit_timer =_ "reset_xmit_time"
./include/net/inet_connection_sock.h:225 [tcp_ipv4]inet_csk_reset_xmit_timer =_ "reset_xmit_timer"
net/ipv4/tcp_cong.c:90 [tcp_cong]tcp_register_congestion_control =_ "%s registered\012"
net/ipv4/tcp_rate.c:167 [tcp_rate]tcp_rate_gen =_ "tcp rate: %ld %d %u %u %u\012"
./include/net/inet_connection_sock.h:225 [tcp_recovery]inet_csk_reset_xmit_timer =_ "reset_xmit_t"
net/ipv4/udp.c:1192 [udp]udp_sendmsg =_ "socket already corked\012"
net/ipv4/udp.c:1276 [udp]udp_sendpage =_ "cork failed\012"
net/ipv4/udp.c:2326 [udp]__udp4_lib_rcv =_ "UDP%s: short packet: From %pI4:%u %d/%d to %pI4:%u\01"
net/ipv4/udp.c:2337 [udp]__udp4_lib_rcv =_ "UDP%s: bad checksum. From %pI4:%u to %pI4:%u ulen %d\"
./include/net/udplite.h:46 [udp]udplite_checksum_init =_ "UDPLite: zeroed checksum field\012"
./include/net/udplite.h:59 [udp]udplite_checksum_init =_ "UDPLite: bad csum coverage %d/%d\012"
net/ipv4/arp.c:376 [arp]arp_solicit =_ "trying to ucast probe in NUD_INVALID\012"
net/ipv4/icmp.c:820 [icmp]icmp_unreach =_ "%pI4: fragmentation needed and DF set\012"
net/ipv4/icmp.c:834 [icmp]icmp_unreach =_ "%pI4: Source Route Failed\012"
net/ipv4/devinet.c:1493 [devinet]inetdev_event =_ "%s: bug\012"
net/ipv4/fib_trie.c:1134 [fib_trie]fib_table_insert =_ "Insert table=%u %08x/%d\012"
net/ipv4/fib_trie.c:1558 [fib_trie]fib_table_delete =_ "Deleting %08x/%d tos=%d t=%p\012"
net/ipv4/fib_trie.c:1930 [fib_trie]fib_table_flush =_ "trie_flush found=%d\012"
net/ipv4/fib_trie.c:386 [fib_trie]tnode_new =_ "AT %p s=%zu %zu\012"
net/ipv4/fib_trie.c:853 [fib_trie]resize =_ "In tnode_resize %p inflate_threshold=%d threshold=%d"
net/ipv4/fib_trie.c:539 [fib_trie]inflate =_ "In inflate\012"
net/ipv4/fib_trie.c:634 [fib_trie]halve =_ "In halve\012"
net/ipv4/fib_trie.c:2159 [fib_trie]fib_trie_get_next =_ "get_next iter={node=%p index=%d depth=%d"
net/ipv4/ping.c:126 [ping]ping_get_port =_ "found port/ident = %d\012"
net/ipv4/ping.c:129 [ping]ping_get_port =_ "was not hashed\012"
net/ipv4/ping.c:145 [ping]ping_hash =_ "ping_hash(sk->port=%u)\012"
net/ipv4/ping.c:155 [ping]ping_unhash =_ "ping_unhash(isk=%p,isk->num=%u)\012"
net/ipv4/ping.c:287 [ping]ping_close =_ "ping_close(sk=%p,sk->num=%u)\012"
net/ipv4/ping.c:288 [ping]ping_close =_ "isk->refcnt = %d\012"
net/ipv4/ping.c:432 [ping]ping_bind =_ "after bind(): num = %hu, dif = %d\012"
net/ipv4/ping.c:456 [ping]ping_bind =_ "ping_v4_bind -> %d\012"
